Name	Set	Imagefile	Type	Level	Logo	Rarity	Text
Kelsur Brighteye	PO	012	Psionicist	8	GH	Common	Psionicist Champion,can use psionic power cards. Kelsur can employ his Telekinesis to steal a single magical item or artifact from the opposing champion for the duration of the battle. The item can be of any world.
Rand the Bowyer	PO	013	Psionicist	7	DS	Uncommon	Psionicist Champion,can use psionic power cards. Rand can employ his Levitation, preventing all but flyers from battling him.
Seveia Shadowmaster	PO	014	Psionicist	7	DS	Common	Psionicist Champion,can use psionic power cards. If defeated when attacking, Seveia can employ her Shadow-form to return, invisibly, to her owner's pool. The defender still gets the spoils of victory.
Rafe Racker	PO	015	Psionicist	7	DS	Uncommon	Psionicist Champion,can use psionic power cards. Rafe can psionically Cause Decay, instantly destroying all of the opposing champion's magical items or an artifact of +4 or less.
Jacenelle Traen	PO	016	Psionicist	6	FR	Common	Psionicist Champion,can use psionic power cards. While in the pool, Jacenelle can psionically double another psionicist champion's level during battle.
Bilago Lumen	PO	017	Psionicist	5	DL	Uncommon	Psionicist Champion,can use psionic power cards. At the start of a battle, Bilago can employ his Mindwipe to subtract his adjusted level from the opposing champion's adjusted level. A champion reduced to level 0 is discarded.
Dawn d'Ereath	PO	018	Psionicist	6	DS	Common	Psionicist Champion,can use psionic power cards. Through psionic Ejection, Dawn is automatically immune to all psionic powers.
Phridge	PO	019	Psionicist	6	DS	Common	Psionicist Champion,can use psionic power cards. Can also cast wizard and cleric spells.
Seluna Darkenstar	PO	020	Psionicist	5	DS	Uncommon	Psionicist Champion,can use psionic power cards. Seluna can employ her Appraise power, allowing her owner to look at the opponent's hand. She can then withdraw from combat (treat as a defeat), returning to the pool.
Kerm of Tyr	PO	021	Psionicist	5	DS	Common	Psionicist Champion,can use psionic power cards. Kerm can employ his Ultrablast to halve the opposing champion's level (round up) and discard all allies in play. If victorious, he returns to his pool at the end of his player's next turn.
Havrum Riddle	PO	022	Psionicist	5	DS	Uncommon	Psionicist Champion,can use psionic power cards. When in a battle, Havrum may employ his Stasis Field power to end the battle with no victory or spoils for either side. The opposing champion returns to his pool, and Havrum is discarded.
Lyr of the Mists	PO	023	Psionicist	5	GH	Common	Psionicist Champion,can use psionic power cards. When in battle, Lyr may employ her Banishment power to discard one champion in any pool.
Colum Calder	PO	024	Psionicist		DS	Uncommon	Psionicist Champion,can use psionic power cards. Colum may employ All-Round Vision, allowing his owner to examine the hands of all other players before deciding which realm to attack.
Kelsar Redbelt	PO	025	Psionicist	4	DS	Uncommon	Psionicist Champion,can use psionic power cards. When defeated in battle, Kelsar may psionically Detonate an opponent's hand. The opponent must discard the cards and draw a new hand of five.
Breshkll Logon	PO	026	Psionicist	4	DS	Common	Psionicist Champion,can use psionic power cards. In battle, Breshkll may be used as a champion or an ally. He may psionically Cannibalize, adding his opponent's level to his own, but then must be discarded after battle.
Masara d'Will	PO	027	Psionicist	4	DL	Common	Psionicist Champion,can use psionic power cards. Masara can be used as an ally or a champion. She psionically projects Invisible Foes, adding +4 levels to each of her allies.
Raydan Valers	PO	028	Psionicist	4	DS	Uncommon	Psionicist Champion,can use psionic power cards. When involved in battle, Raydan can use Mindlink to use the level and power of a psionicist in another player's pool.
Psychic Storm	PO	029	Event		AD&D	Common	No psionic powers may be used and all psionicists are reduced in level by half (round up). The effects of this card last until another event card is played.
Sandstorm	PO	030	Event		AD&D	Common	All flyers are grounded and cannot attack or defend. All earth-walkers battle at half their normal levels (round up). These effects last until the end of this player's next turn.
Necromantic Wave	PO	031	Event		AD&D	Common	Offensive spells, magical items, and artifacts have no effect on undead champions and allies until the end of this player's next turn.
Night of the Blue Moon	PO	032	Event		AD&D	Rare	All werebeasts triple their levels and are immune to offensive spells, magic items, and artifacts until the end of this player's next turn.
Zephyrwind	PO	033	Event		AD&D	Rare	Play during step 2 of an opponent's turn. The Zephyrwind carries its victim forward in time, forcing the opponent to skip steps 3 and 4 of his current turn.
Avangion's Protection	PO	034	Cleric Spell	4	AD&D	Common	Grants this player's champions immunity to psionic power cards and psionicist champion powers until the start of this players next turn. (Def/3/4)
Nullification	PO	035	Event		AD&D	Common	All spells in play must be discarded. No more can be cast until this player's next turn, including Limited Wish.
Tuigan Invasion	PO	036	Event		AD&D	Rare	All holdings in play are destroyed (discarded).
Dark Negation	PO	037	Event		AD&D	Rare	Negates the special power of one champion or one realm (this player's choice) until the end of this player's next turn.
Caravan Raiders	PO	038	Event		AD&D	Common	Play to cancel the Caravan event card just after it is played. This player may also randomly draw and discard one card from each opponent's hand.
Icedawn, Avatar of Auril	PO	039	Cleric	12	FR	Rare	Avatar. A cleric must be discarded to bring Icedawn into play. Icedawn is immune to events, walls, and offensive cleric spells. Limit one avatar per pool.
Nightsinger, Avatar of Shar	PO	040	Cleric	13	FR	Rare	Avatar. A cleric must be discarded to bring Nightsinger into play. Nightsinger can create darkness, halving the levels of the opposing champion and his allies (round down). Limit one avatar per pool.
Bonemaster, Avatar of Nerull	PO	041	Cleric	15	GH	Rare	Avatar. A cleric must be discarded to bring Bonemaster into play. Bonemaster makes this player's undead immune to offensive spells, magical items, artifacts, and events. Limit one avatar per pool.
Lady of Fate, Avatar of Istus	PO	042	Cleric	16	GH	Rare	Avatar. A cleric must be discarded to bring Lady Fate into play. Before combat, her owner can examine an opponent's hand and discard any two cards. Limit one avatar per pool.
Misfortune, Avatar of Ralishaz	PO	043	Cleric	17	GH	Rare	Avatar. A cleric must be discarded to bring Misfortune into play. Misfortune can replace this player's champion in combat at any time. But after that combat, the avatar must be discarded. Limit one avatar per pool.
Tempest, Avatar of Zeboim	PO	044	Cleric	18	DL	Rare	Avatar. A cleric must be discarded to bring Tempest into play. Tempest makes this player's swimmers immune to offensive spells, magical items, and artifacts. If the Sea Queen is in play, Tempest cannot be. Limit one avatar per pool.
Sirrion, Avatar	PO	045	Cleric	19	DL	Rare	Avatar. A cleric must be discarded to bring Sirrion into play. Immune to offensive spells. In battle, Sirrion forces the opposing champion's magic items and artifacts to be discarded. Limit one avatar per pool.
Mirror, Mirror	PO	046	Cleric Spell		AD&D	Common	This spell remains in effect until the end of this player's next turn. Mirror, mirror turns all spells against their casters. (Off/3/4)
Rope Trick	PO	047	Cleric Spell		AD&D	Common	Enables this player to end his attack at any time, counting it as a loss, but returning his champion and allies to his hand. (Def/4)
Stasis	PO	048	Cleric Spell		AD&D	Common	Play immediately after both champions have been chosen. No more cards can be played in this round of battle. (Off/4)
Giant Space Hamster	PO	049	Ally	3	AD&D	Uncommon	Every friendly ally played after this one gains 3 levels.
Polymorph Other	PO	050	Wizard Spell		AD&D	Common	Replace an opposing champion's power with the power of any other champion in play. Lasts until dispelled. (Off/3/4)
Phase Out	PO	051	Wizard Spell		AD&D	Common	This player may not be attacked again until after his next turn. (Def/5)
Gith	PO	052	Monster	6	DS	Uncommon	Earth-walker. Psionicist, may use psionic power cards.
Crabman	PO	053	Monster	5	FR	Uncommon	Swimmer. In battle, the crabman can force one other player to contribute an ally to his side. If he has none, the power is wasted. After combat, the ally is discarded.
Aquatic Elf	PO	054	Monster	4	FR	Uncommon	Swimmer. No elf champion or ally can oppose him in battle. Becomes level 8 if attacking a coastal realm.
Ixitxachitl	PO	055	Monster	4	FR	Uncommon	Swimmer. Gains 4 levels when opposing another swimmer in battle. Can cast clerical spells. When attacking or defending a coastal realm, can cast wizard spells.
Kirre	PO	056	Monster	5	DS	Uncommon	Psionicist, may use psionic power cards. If Kirre is defeated, his owner may draw one card and add it to his hand.
Locathah Champion	PO	057	Monster	4	FR	Uncommon	Swimmer. All opposing allies lose their special powers.
Living Wall	PO	058	Monster	10	FR	Rare	This monster absorbs (discards) all champions and allies of level 6 and higher. It is immune to artifacts and offensive spells and magical items. Champions, offensive psionic powers, and allies must be level 5 or less to attack it.
Tako	PO	059	Monster	6	FR	Uncommon	Swimmer. In combat, the Tako multiplies its level times the level of its lowest ally.
Earth Elemental	PO	060	Monster	4	DS	Uncommon	Earth-walker. In battle, the earth elemental automatically defeats any champion whose card number has a last digit of 3 or less.
Skriaxit, Composite Elemental	PO	061	Monster	8	FR	Rare	Earth-walker. In battle, Skriaxit forces the opposing champion and all his allies to fight at half their normal levels (round down).
